BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,BuildingAge
NonResidential,Self-Storage Facility,NORTHEAST,1.0,3.0,0,22522,,561473.875,23.52,69
NonResidential,Self-Storage Facility,NORTHEAST,1.0,4.0,0,38959,,905750.375,23.84,20
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,25955,,1218112.0,8.49,88
Campus,K-12 School,EAST,1.0,4.0,0,46100,75.0,2177064.75,78.19,93
NonResidential,Worship Facility,NORTHWEST,1.0,2.0,0,21936,96.0,608755.375,28.78,65
NonResidential,Other,NORTH,1.0,1.0,0,25406,,2442220.0,41.96,56
NonResidential,Small- and Mid-Sized Office,SOUTHEAST,1.0,2.0,0,23250,55.0,904236.0,6.3,49
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,30000,32.0,2794837.0,120.72,56
Nonresidential COS,Warehouse,GREATER DUWAMISH,1.0,1.0,0,45036,,1791697.75,49.53,54
SPS-District K-12,K-12 School,SOUTHWEST,1.0,1.0,0,51410,87.0,1968907.25,64.79,54
NonResidential,Mixed Use Property,DOWNTOWN,1.0,39.0,112124,962428,65.0,26416770.0,449.59,7
NonResidential,College/University,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,122679,,16378152.0,588.25,57
Campus,College/University,MAGNOLIA / QUEEN ANNE,14.0,2.0,0,537000,,90609640.0,3768.66,71
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,4.0,0,23022,78.0,1027230.875,14.64,36
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,0,27263,,2470642.0,17.22,49
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,31569,12.0,3064039.5,125.59,54
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,22509,57.0,177812.7969,1.24,60
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,39984,75.0,1073156.375,36.82,60
SPS-District K-12,K-12 School,EAST,1.0,2.0,0,73769,92.0,2556131.0,94.85,91
NonResidential,Worship Facility,EAST,1.0,1.0,0,26440,91.0,719905.1875,27.93,110
SPS-District K-12,K-12 School,NORTHEAST,1.0,1.0,0,43578,83.0,1436773.875,24.63,55
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1.0,2.0,0,28800,,1143826.625,29.44,60
NonResidential,K-12 School,CENTRAL,4.0,2.0,0,28500,92.0,1162561.125,28.64,7
NonResidential,Restaurant,LAKE UNION,1.0,2.0,0,26519,,3717064.0,97.27,38
NonResidential,Mixed Use Property,LAKE UNION,1.0,2.0,15402,19237,,15480681.0,515.71,28
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,26300,,3537841.5,116.94,95
NonResidential,Restaurant,LAKE UNION,0.0,2.0,0,34072,,6584966.5,226.81,54
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,0,23355,77.0,840549.375,5.86,67
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,0,30840,30.0,3542708.5,101.21,51
NonResidential,Other,NORTHEAST,1.0,1.0,0,20332,,392683.6875,10.99,70
NonResidential,Worship Facility,CENTRAL,1.0,1.0,0,21850,100.0,317794.4063,13.09,116
NonResidential,Mixed Use Property,NORTHEAST,1.0,4.0,6985,25297,,1391714.25,34.62,19
NonResidential,Large Office,DOWNTOWN,1.0,13.0,83064,224493,,9512829.0,66.32,33
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,28309,,430308.9063,11.85,98
NonResidential,Hotel,DOWNTOWN,1.0,4.0,0,45500,77.0,2799595.0,122.0,102
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,0,38376,,2058532.875,14.35,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,42804,,1544501.75,46.53,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,33300,,1287497.375,18.76,116
NonResidential,Hotel,DOWNTOWN,1.0,3.0,0,25450,99.0,503744.6875,3.51,116
NonResidential,Other,DOWNTOWN,1.0,3.0,0,22200,,188745.7031,7.05,116
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,29498,,3768900.5,50.05,48
NonResidential,Warehouse,LAKE UNION,1.0,1.0,0,23050,27.0,466672.6875,3.25,78
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,0,48350,45.0,3168131.0,22.09,8
NonResidential,Retail Store,NORTHEAST,1.0,1.0,0,46059,82.0,1582655.875,20.66,86
NonResidential,Medical Office,NORTHEAST,1.0,2.0,0,23595,72.0,817409.625,6.53,46
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,28142,96.0,847097.8125,34.08,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,28760,,2615973.5,124.59,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,39030,99.0,713326.875,13.69,114
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,3.0,0,47215,58.0,2092696.0,63.81,107
Nonresidential COS,Other,EAST,1.0,2.0,27000,34580,,4199443.0,69.53,90
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,30720,,1288669.5,25.53,99
NonResidential,Mixed Use Property,EAST,1.0,2.0,0,20640,,412562.4063,2.88,100
NonResidential,Mixed Use Property,EAST,1.0,2.0,0,34914,,1333289.625,9.29,104
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,20897,,964923.8125,17.79,110
NonResidential,Retail Store,EAST,1.0,2.0,0,36940,100.0,336745.4063,2.35,100
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,22866,,1153690.125,20.76,103
NonResidential,Retail Store,EAST,1.0,1.0,0,30240,78.0,1264626.875,18.19,96
NonResidential,Other,NORTHEAST,1.0,2.0,0,28586,,5078204.0,35.4,54
NonResidential,Hotel,DOWNTOWN,1.0,3.0,0,28800,,4644346.0,190.45,108
NonResidential,Restaurant,DOWNTOWN,1.0,3.0,0,28800,,899924.1875,29.21,103
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,35202,2.0,3605755.5,25.14,37
NonResidential,Senior Care Community,EAST,1.0,6.0,26082,69035,1.0,7202141.5,183.79,47
NonResidential,Worship Facility,EAST,1.0,2.0,0,24600,69.0,331059.5,5.66,106
NonResidential,Worship Facility,EAST,1.0,1.0,0,48850,,1063480.5,65.05,116
NonResidential,Hospital,SOUTHWEST,0.0,3.0,0,54863,100.0,2037720.625,14.21,55
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,25000,,1989103.875,65.89,52
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,25000,,287132.5,8.61,56
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,22622,,774075.6875,26.56,89
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,27544,94.0,1031667.5,17.41,99
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,0,47415,,1478979.25,10.31,27
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,22960,,2266983.0,95.38,55
NonResidential,Supermarket/Grocery Store,EAST,1.0,1.0,0,44739,17.0,14585813.0,393.07,18
NonResidential,Mixed Use Property,NORTHEAST,1.0,1.0,0,22778,,2470566.0,120.86,68
NonResidential,Worship Facility,BALLARD,1.0,2.0,0,21562,20.0,866806.0,37.28,60
NonResidential,Other,CENTRAL,1.0,1.0,0,25753,,1378130.25,62.51,57
NonResidential,Other,EAST,1.0,3.0,0,71280,,22767828.0,861.85,88
SPS-District K-12,K-12 School,EAST,1.0,3.0,0,38297,85.0,1845150.625,69.18,91
NonResidential,Senior Care Community,EAST,1.0,16.0,0,153312,51.0,20628680.0,792.6,53
NonResidential,Mixed Use Property,DOWNTOWN,1.0,19.0,201857,1004813,87.0,27684480.0,393.29,7
NonResidential,Worship Facility,SOUTHEAST,1.0,1.0,0,24200,73.0,826488.6875,22.38,48
NonResidential,Self-Storage Facility,DELRIDGE,1.0,3.0,0,66610,,640377.0,18.81,22
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,36000,,3646053.75,58.79,66
NonResidential,K-12 School,NORTHWEST,1.0,2.0,0,23222,62.0,1219863.125,55.06,78
NonResidential,Mixed Use Property,EAST,1.0,2.0,0,24476,,2662054.25,91.69,92
NonResidential,Retail Store,EAST,0.0,2.0,0,24750,,782343.8125,28.07,106
NonResidential,K-12 School,EAST,1.0,3.0,0,60000,52.0,3625407.5,121.63,112
NonResidential,Other,EAST,1.0,2.0,0,46560,,690557.6875,17.31,62
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,30408,61.0,1440554.25,10.04,36
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,30109,89.0,1465795.75,34.03,96
SPS-District K-12,K-12 School,SOUTHWEST,1.0,2.0,0,39929,82.0,1813718.0,47.18,52
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,25481,92.0,917100.3125,38.59,56
NonResidential,Senior Care Community,SOUTHEAST,1.0,1.0,0,141297,76.0,19423344.0,717.93,49
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,2.0,0,27788,73.0,2119806.25,35.99,104
NonResidential,Hotel,NORTHWEST,1.0,4.0,8584,33120,73.0,1943899.25,58.52,26
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,22324,53.0,588856.125,22.33,75
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,0,31360,,1725108.25,39.65,70
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,0,30496,,1992158.25,46.01,69
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,27600,84.0,1072151.375,12.57,94
NonResidential,Senior Care Community,NORTHWEST,1.0,2.0,0,55974,98.0,6135173.0,203.21,55
SPS-District K-12,K-12 School,GREATER DUWAMISH,1.0,2.0,0,52901,75.0,2240342.0,60.2,45
NonResidential,Senior Care Community,NORTH,1.0,1.0,0,22583,95.0,1981360.0,70.92,62
NonResidential,Small- and Mid-Sized Office,LAKE UNION,0.0,3.0,7358,24328,35.0,2305643.5,16.07,19
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,6034,20660,92.0,720170.6875,5.02,35
NonResidential,Warehouse,NORTHWEST,1.0,1.0,0,29400,69.0,227509.5,1.59,44
NonResidential,Hotel,GREATER DUWAMISH,1.0,3.0,0,22452,85.0,1244150.0,41.88,24
NonResidential,Other,NORTHEAST,1.0,2.0,0,25767,22.0,1581352.75,11.02,104
NonResidential,Retail Store,NORTHEAST,1.0,4.0,0,33910,75.0,1822834.25,38.21,63
NonResidential,Worship Facility,NORTHEAST,1.0,2.0,0,78401,,2462408.25,87.41,89
NonResidential,Warehouse,LAKE UNION,1.0,2.0,0,78716,38.0,4103800.75,48.13,37
NonResidential,K-12 School,LAKE UNION,1.0,2.0,0,33300,92.0,1594733.625,69.2,106
NonResidential,Supermarket/Grocery Store,LAKE UNION,1.0,1.0,0,28808,29.0,9232576.0,226.73,59
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,1.0,7004,20962,58.0,1100499.75,7.67,59
NonResidential,Supermarket/Grocery Store,NORTHEAST,1.0,1.0,0,26226,37.0,7588060.5,156.18,66
NonResidential,Mixed Use Property,NORTHEAST,1.0,2.0,15755,19193,17.0,1159807.125,8.09,40
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,9999,27640,,6197824.5,43.21,18
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,22840,64.0,881386.1875,6.14,116
NonResidential,Other,DOWNTOWN,1.0,1.0,0,21420,,810636.875,9.72,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,1.0,0,20880,94.0,683274.0,4.76,116
NonResidential,Mixed Use Property,DOWNTOWN,1.0,3.0,0,26000,,1063035.875,18.62,50
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,38675,,1938776.75,43.91,116
Nonresidential COS,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,49951,,5134446.0,185.33,87
NonResidential,Medical Office,SOUTHEAST,1.0,2.0,0,25880,8.0,1941728.75,19.81,6
NonResidential,Worship Facility,NORTHEAST,1.0,3.0,0,41013,,1080821.0,37.43,89
NonResidential,Other,NORTHEAST,1.0,2.0,0,21075,,1581036.75,53.88,12
NonResidential,Worship Facility,NORTHEAST,1.0,3.0,0,46485,83.0,1544995.75,47.03,66
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,4.0,0,56896,96.0,1402048.5,28.46,51
NonResidential,Worship Facility,NORTHWEST,1.0,2.0,0,27500,60.0,577123.125,14.79,38
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,2.0,0,36630,90.0,541943.3125,3.78,86
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,3.0,0,26830,,2099386.75,60.93,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,0,41920,95.0,1103594.75,7.69,110
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,0,36879,92.0,1537570.25,26.94,111
NonResidential,Other,DOWNTOWN,1.0,6.0,0,29820,,1601955.625,35.72,112
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,2.0,0,33640,70.0,1078535.75,7.52,111
NonResidential,Warehouse,DOWNTOWN,1.0,4.0,0,43484,18.0,1567040.75,10.92,110
NonResidential,Mixed Use Property,DOWNTOWN,1.0,3.0,0,22480,,981009.125,6.84,116
NonResidential,Hotel,DOWNTOWN,1.0,4.0,0,33018,49.0,4857581.5,173.67,91
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,2.0,0,26510,91.0,987063.6875,11.18,46
NonResidential,Warehouse,LAKE UNION,1.0,1.0,0,40028,80.0,942415.1875,6.76,78
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,18228,26282,23.0,2188051.25,15.25,9
NonResidential,Worship Facility,NORTH,1.0,1.0,0,21624,90.0,666687.5,20.96,62
SPS-District K-12,K-12 School,NORTHWEST,1.0,1.0,0,42239,83.0,2145603.5,72.69,46
SPS-District K-12,K-12 School,NORTHWEST,1.0,3.0,0,51360,89.0,1403094.75,30.22,91
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,3.0,0,21600,,1539176.625,32.42,23
NonResidential,Mixed Use Property,DOWNTOWN,1.0,3.0,0,20620,,747456.875,20.78,107
NonResidential,Hotel,DOWNTOWN,1.0,5.0,0,40552,99.0,1200180.875,53.25,106
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,31432,,1439572.375,10.04,107
NonResidential,Retail Store,DOWNTOWN,1.0,2.0,0,24550,100.0,977230.3125,6.73,99
SPS-District K-12,K-12 School,LAKE UNION,1.0,2.0,0,61052,80.0,2366929.5,47.78,16
NonResidential,Other,CENTRAL,1.0,3.0,0,25864,,1028277.313,34.61,108
NonResidential,Other,NORTHEAST,1.0,3.0,0,20686,,1207504.0,42.71,92
Nonresidential COS,Mixed Use Property,EAST,0.0,2.0,7120,22388,,2217620.0,81.24,11
NonResidential,Senior Care Community,CENTRAL,1.0,2.0,0,74840,48.0,8268496.5,249.46,29
Nonresidential COS,Other,CENTRAL,1.0,3.0,0,20992,,2473302.0,104.74,103
NonResidential,K-12 School,CENTRAL,1.0,2.0,0,22344,40.0,1522596.75,55.23,91
NonResidential,College/University,EAST,1.0,3.0,0,31900,,2466100.0,96.2,95
Nonresidential COS,Other,BALLARD,1.0,2.0,0,29417,,1631479.125,56.25,66
NonResidential,Mixed Use Property,DOWNTOWN,1.0,3.0,0,49299,,4729846.5,9.23,107
NonResidential,Supermarket/Grocery Store,SOUTHWEST,1.0,1.0,0,31841,,13140574.0,404.21,19
NonResidential,Mixed Use Property,EAST,1.0,2.0,0,21036,,2735811.5,78.36,28
NonResidential,Mixed Use Property,NORTHEAST,1.0,2.0,0,32928,9.0,5652231.0,39.4,17
NonResidential,Worship Facility,NORTHEAST,1.0,2.0,0,20039,100.0,104722.2969,0.73,62
SPS-District K-12,K-12 School,NORTHEAST,1.0,2.0,0,54943,94.0,2155390.25,83.76,88
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,44476,33.0,1368120.5,29.7,56
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,35017,66.0,1295485.25,27.06,47
NonResidential,Worship Facility,SOUTHEAST,1.0,2.0,0,22952,98.0,470666.6875,19.28,53
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,21040,43.0,592088.125,19.14,40
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,28032,52.0,1321065.0,46.61,65
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,25620,82.0,550324.1875,20.46,42
NonResidential,Warehouse,DOWNTOWN,1.0,3.0,0,33238,14.0,1632472.0,11.38,24
NonResidential,K-12 School,EAST,1.0,4.0,0,27800,8.0,1181428.75,38.36,104
NonResidential,Large Office,DOWNTOWN,1.0,6.0,0,706176,82.0,13270687.0,92.52,16
NonResidential,Supermarket/Grocery Store,SOUTHWEST,1.0,1.0,0,33706,22.0,8687690.0,206.33,18
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,37600,,2171751.5,93.55,55
SPS-District K-12,K-12 School,NORTHWEST,1.0,1.0,0,42128,93.0,1709307.5,49.55,62
SPS-District K-12,K-12 School,BALLARD,1.0,2.0,0,44753,96.0,1638691.625,61.25,84
NonResidential,Other,EAST,1.0,3.0,0,33708,,786324.0,19.61,104
NonResidential,Other,NORTH,1.0,2.0,0,47237,,5981430.0,41.7,68
SPS-District K-12,K-12 School,BALLARD,1.0,2.0,0,57298,91.0,1586388.75,11.06,27
NonResidential,Supermarket/Grocery Store,NORTHEAST,1.0,1.0,38585,38000,18.0,13906080.0,364.27,19
NonResidential,Worship Facility,NORTHEAST,1.0,3.0,0,26373,75.0,964236.0,38.18,78
NonResidential,Small- and Mid-Sized Office,CENTRAL,6.0,2.0,0,75868,,3605749.75,25.14,60
NonResidential,Mixed Use Property,EAST,1.0,2.0,0,21656,,1607972.25,51.89,69
Nonresidential COS,Distribution Center,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,23040,,421430.0,2.94,95
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,36771,,5447076.5,37.97,60
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,24024,,375773.5938,2.62,39
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,42420,34.0,965425.1875,29.39,63
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,36982,,374753.8125,6.88,37
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,23400,,439266.9063,3.06,52
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,30720,,1683064.25,67.15,68
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,23232,,127374.0,0.89,44
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,35046,100.0,1063269.125,17.65,42
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,0,25577,,895784.6875,14.19,55
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,43380,89.0,405062.0,2.82,42
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,0,20410,8.0,2720238.25,77.84,21
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,3.0,6300,18396,87.0,624125.625,4.35,33
SPS-District K-12,K-12 School,NORTHWEST,1.0,1.0,0,45174,84.0,1980825.25,68.89,60
NonResidential,Worship Facility,NORTHWEST,1.0,1.0,0,24955,47.0,689803.0,21.87,14
NonResidential,Other,CENTRAL,1.0,3.0,0,34074,,8521989.0,286.33,25
NonResidential,Hotel,DOWNTOWN,0.0,10.0,22225,370327,23.0,17457560.0,423.57,10
NonResidential,Worship Facility,NORTH,1.0,2.0,0,76475,,1765813.625,67.33,55
NonResidential,K-12 School,NORTH,1.0,2.0,0,32961,86.0,1573155.0,62.94,28
Nonresidential COS,Other,NORTHWEST,1.0,1.0,14570,12806,,1082920.125,26.67,12
Campus,K-12 School,CENTRAL,1.0,1.0,0,109794,87.0,3296526.25,115.34,66
NonResidential,Other,CENTRAL,1.0,3.0,0,25200,,1242666.25,53.02,105
NonResidential,Supermarket/Grocery Store,NORTH,1.0,1.0,0,44755,56.0,11521140.0,338.58,20
NonResidential,Other,EAST,1.0,2.0,0,22320,,209644.9063,4.8,109
NonResidential,Mixed Use Property,EAST,1.0,3.0,0,24000,,932083.5,9.09,104
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,23422,65.0,2701872.0,128.07,96
NonResidential,Other,EAST,5.0,2.0,11328,27551,,3371659.75,28.79,41
NonResidential,Mixed Use Property,EAST,1.0,5.0,14625,38409,93.0,3392129.0,83.65,18
NonResidential,Warehouse,EAST,1.0,2.0,0,23040,99.0,79711.79688,0.87,96
NonResidential,Warehouse,EAST,1.0,2.0,0,61880,66.0,595936.5,4.15,58
NonResidential,Small- and Mid-Sized Office,EAST,1.0,2.0,0,27938,97.0,1027394.313,7.31,91
NonResidential,Other,NORTHEAST,1.0,2.0,0,21600,,1623657.0,11.32,92
Nonresidential COS,Other,NORTHEAST,1.0,3.0,0,27908,,2028125.625,63.22,87
Campus,K-12 School,CENTRAL,1.0,2.0,0,30562,69.0,1622231.375,55.73,16
NonResidential,Retail Store,DOWNTOWN,1.0,3.0,0,54969,67.0,3724098.25,39.31,16
NonResidential,K-12 School,CENTRAL,1.0,2.0,0,36825,,1755072.75,51.14,65
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,25834,73.0,2076289.625,54.02,58
NonResidential,Worship Facility,EAST,1.0,1.0,0,37700,38.0,3481727.5,150.23,87
SPS-District K-12,K-12 School,EAST,1.0,2.0,0,27273,90.0,1258619.125,46.7,91
NonResidential,Mixed Use Property,CENTRAL,1.0,6.0,0,97229,100.0,1021754.688,7.12,12
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,3.0,0,25111,77.0,954352.6875,24.97,34
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,31805,10.0,1641667.0,68.39,63
NonResidential,K-12 School,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,20811,95.0,1267348.5,43.97,63
Nonresidential COS,Warehouse,GREATER DUWAMISH,1.0,2.0,0,22058,1.0,1987334.75,66.43,49
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,0,22890,,10005787.0,119.76,46
NonResidential,Other,GREATER DUWAMISH,1.0,5.0,0,36000,,1111293.75,43.04,109
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,28320,1.0,4236396.5,67.96,45
NonResidential,Worship Facility,NORTHEAST,1.0,1.0,0,29079,78.0,861643.6875,22.18,61
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,9616,19232,82.0,726917.5,5.07,34
NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,2.0,0,20535,7.0,1835804.0,38.71,28
NonResidential,Laboratory,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,43025,,9393108.0,255.97,31
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,30800,65.0,485971.0,3.39,51
NonResidential,Mixed Use Property,EAST,1.0,3.0,0,22168,,1784385.25,49.44,116
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,37400,73.0,924192.6875,7.8,94
NonResidential,Large Office,DOWNTOWN,1.0,11.0,0,268130,88.0,15026352.0,106.86,16
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,11.0,0,68452,79.0,3782378.25,26.37,16
NonResidential,Large Office,DOWNTOWN,1.0,11.0,0,273185,88.0,14709151.0,102.54,16
NonResidential,K-12 School,NORTHEAST,1.0,3.0,0,97500,97.0,3736960.0,156.45,92
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,0,54015,75.0,3020001.5,21.05,34
NonResidential,Restaurant,DOWNTOWN,1.0,13.0,0,42000,,7798464.0,273.91,31
NonResidential,Large Office,DOWNTOWN,0.0,24.0,0,119701,67.0,8382140.5,58.44,34
Nonresidential COS,Other,NORTH,1.0,1.0,0,24697,,1295685.75,29.18,51
NonResidential,College/University,CENTRAL,2.0,1.0,0,57468,,3543985.5,89.8,3
NonResidential,College/University,EAST,1.0,5.0,0,84000,,12184124.0,441.94,10
NonResidential,Retail Store,DOWNTOWN,1.0,3.0,0,103000,89.0,5214621.5,81.18,25
NonResidential,Supermarket/Grocery Store,SOUTHWEST,1.0,1.0,0,37864,61.0,8025696.0,176.75,8
NonResidential,Supermarket/Grocery Store,EAST,1.0,2.0,0,66497,84.0,9290214.0,72.02,66
NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,1.0,4.0,0,34010,,3560614.25,24.82,10
NonResidential,Supermarket/Grocery Store,MAGNOLIA / QUEEN ANNE,1.0,4.0,0,45980,79.0,8305255.0,193.36,10
NonResidential,Retail Store,EAST,0.0,3.0,0,45743,88.0,5313217.0,83.45,20
NonResidential,Other,CENTRAL,1.0,1.0,0,45000,,3505497.0,137.66,25
NonResidential,Other,GREATER DUWAMISH,1.0,6.0,0,333698,,13730204.0,295.42,17
NonResidential,Warehouse,GREATER DUWAMISH,1.0,4.0,0,72859,55.0,1498457.875,12.43,112
SPS-District K-12,K-12 School,SOUTHEAST,1.0,2.0,0,138705,84.0,4959298.0,124.77,7
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,3.0,0,21947,,1554599.25,37.83,12
NonResidential,Warehouse,NORTHEAST,1.0,0.0,0,384772,69.0,15206762.0,391.7,76
NonResidential,Medical Office,NORTHEAST,1.0,0.0,0,30287,32.0,2193115.0,32.72,56
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,0.0,0,21931,32.0,3947209.25,145.11,56
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,73102,84.0,4307238.5,30.03,31
NonResidential,Mixed Use Property,EAST,1.0,2.0,59401,81422,,2762846.0,28.85,100
Nonresidential COS,Mixed Use Property,GREATER DUWAMISH,5.0,1.0,0,87458,,8475238.0,270.63,50
NonResidential,Supermarket/Grocery Store,NORTH,1.0,1.0,0,51400,74.0,11702959.0,303.69,5
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,1.0,0,26263,64.0,1634669.375,11.4,23
Nonresidential COS,Other,GREATER DUWAMISH,1.0,2.0,0,39212,,72370.39844,0.5,110
Nonresidential COS,Other,CENTRAL,0.0,1.0,0,21400,,5170809.5,158.6,48
NonResidential,Laboratory,EAST,1.0,8.0,0,178000,,53166156.0,2549.47,16
NonResidential,Large Office,GREATER DUWAMISH,1.0,4.0,0,162157,,40613740.0,537.03,11
